"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CHE","INFRAMAINT","ROAD","EUR","A","2012",2414336680,
"CHE","INFRAMAINT","ROAD","EUR","A","2013",,"L"
"CHE","INFRAMAINT","ROAD","EUR","A","2014",,"L"
"TUR","INFRAMAINT","ROAD","EUR","A","1995",16694491,
"TUR","INFRAMAINT","ROAD","EUR","A","1996",38759690,
"TUR","INFRAMAINT","ROAD","EUR","A","1997",75669383,
"TUR","INFRAMAINT","ROAD","EUR","A","1998",68096697,
"TUR","INFRAMAINT","ROAD","EUR","A","1999",107334526,
"TUR","INFRAMAINT","ROAD","EUR","A","2000",113082811,
"TUR","INFRAMAINT","ROAD","EUR","A","2001",103410740,
"TUR","INFRAMAINT","ROAD","EUR","A","2002",65291380,
"TUR","INFRAMAINT","ROAD","EUR","A","2003",98530887,
"TUR","INFRAMAINT","ROAD","EUR","A","2004",70902031,
"TUR","INFRAMAINT","ROAD","EUR","A","2005",88843838,
"TUR","INFRAMAINT","ROAD","EUR","A","2006",156992814,
"TUR","INFRAMAINT","ROAD","EUR","A","2007",278197593,
"TUR","INFRAMAINT","ROAD","EUR","A","2008",308959295,
"TUR","INFRAMAINT","ROAD","EUR","A","2009",410521936,
"TUR","INFRAMAINT","ROAD","EUR","A","2010",360130228,
"TUR","INFRAMAINT","ROAD","EUR","A","2011",673710326,
"TUR","INFRAMAINT","ROAD","EUR","A","2012",599524530,
"TUR","INFRAMAINT","ROAD","EUR","A","2013",630353266,
"TUR","INFRAMAINT","ROAD","EUR","A","2014",582143472,
"GBR","INFRAMAINT","ROAD","EUR","A","1995",3836872587,
"GBR","INFRAMAINT","ROAD","EUR","A","1996",3670434996,
"GBR","INFRAMAINT","ROAD","EUR","A","1997",4080600896,
"GBR","INFRAMAINT","ROAD","EUR","A","1998",4077468953,
"GBR","INFRAMAINT","ROAD","EUR","A","1999",4446637316,
"GBR","INFRAMAINT","ROAD","EUR","A","2000",5118949959,
"GBR","INFRAMAINT","ROAD","EUR","A","2001",5150345715,"B"
"GBR","INFRAMAINT","ROAD","EUR","A","2002",5163804071,
"GBR","INFRAMAINT","ROAD","EUR","A","2003",4832369942,
"GBR","INFRAMAINT","ROAD","EUR","A","2004",5450125239,"B"
"GBR","INFRAMAINT","ROAD","EUR","A","2005",5662474408,
"GBR","INFRAMAINT","ROAD","EUR","A","2006",5857415285,
"GBR","INFRAMAINT","ROAD","EUR","A","2007",5639339471,
"GBR","INFRAMAINT","ROAD","EUR","A","2008",5009418561,
"GBR","INFRAMAINT","ROAD","EUR","A","2009",4337187114,
"GBR","INFRAMAINT","ROAD","EUR","A","2010",3919328515,
"GBR","INFRAMAINT","ROAD","EUR","A","2011",3462380459,
"GBR","INFRAMAINT","ROAD","EUR","A","2012",3470218276,
"GBR","INFRAMAINT","ROAD","EUR","A","2013",3160249617,
"GBR","INFRAMAINT","ROAD","EUR","A","2014",3229127900,
"USA","INFRAMAINT","ROAD","EUR","A","1995",14514525994,
"USA","INFRAMAINT","ROAD","EUR","A","1996",15393762797,
"USA","INFRAMAINT","ROAD","EUR","A","1997",17937389771,
"USA","INFRAMAINT","ROAD","EUR","A","1998",18850236375,
"USA","INFRAMAINT","ROAD","EUR","A","1999",21096828673,
"USA","INFRAMAINT","ROAD","EUR","A","2000",25958207016,
"USA","INFRAMAINT","ROAD","EUR","A","2001",26548682448,
"USA","INFRAMAINT","ROAD","EUR","A","2002",26347292724,
"USA","INFRAMAINT","ROAD","EUR","A","2003",22821782178,
"USA","INFRAMAINT","ROAD","EUR","A","2004",21037060857,
"USA","INFRAMAINT","ROAD","EUR","A","2005",23568844948,
"USA","INFRAMAINT","ROAD","EUR","A","2006",25003982160,
"USA","INFRAMAINT","ROAD","EUR","A","2007",22512951478,
"USA","INFRAMAINT","ROAD","EUR","A","2008",22642099538,
"USA","INFRAMAINT","ROAD","EUR","A","2009",23087897907,
"USA","INFRAMAINT","ROAD","EUR","A","2010",29809911745,
"USA","INFRAMAINT","ROAD","EUR","A","2011",29885775862,
"USA","INFRAMAINT","ROAD","EUR","A","2012",33993617684,
"ALB","INFRAMAINT","ROAD","EUR","A","1998",2770395,
"ALB","INFRAMAINT","ROAD","EUR","A","1999",2783135,
"ALB","INFRAMAINT","ROAD","EUR","A","2000",3839342,
"ALB","INFRAMAINT","ROAD","EUR","A","2001",5706803,
"ALB","INFRAMAINT","ROAD","EUR","A","2002",6830870,
"ALB","INFRAMAINT","ROAD","EUR","A","2003",5768410,
"ALB","INFRAMAINT","ROAD","EUR","A","2004",6831677,
"ALB","INFRAMAINT","ROAD","EUR","A","2005",7105307,
"ALB","INFRAMAINT","ROAD","EUR","A","2006",5671302,
"ALB","INFRAMAINT","ROAD","EUR","A","2007",6046052,
"ALB","INFRAMAINT","ROAD","EUR","A","2008",8049433,
"ALB","INFRAMAINT","ROAD","EUR","A","2009",8744104,
"ALB","INFRAMAINT","ROAD","EUR","A","2010",6892209,
"ALB","INFRAMAINT","ROAD","EUR","A","2011",7684653,
"ALB","INFRAMAINT","ROAD","EUR","A","2012",6652771,
"ALB","INFRAMAINT","ROAD","EUR","A","2013",8745514,
"ALB","INFRAMAINT","ROAD","EUR","A","2014",15262703,
"AZE","INFRAMAINT","ROAD","EUR","A","2001",15589399,
"AZE","INFRAMAINT","ROAD","EUR","A","2002",15248884,
"AZE","INFRAMAINT","ROAD","EUR","A","2003",17109410,
"AZE","INFRAMAINT","ROAD","EUR","A","2004",34386769,
"AZE","INFRAMAINT","ROAD","EUR","A","2005",33084493,
"AZE","INFRAMAINT","ROAD","EUR","A","2006",54401142,
"AZE","INFRAMAINT","ROAD","EUR","A","2007",31467937,
"AZE","INFRAMAINT","ROAD","EUR","A","2008",34716482,
"AZE","INFRAMAINT","ROAD","EUR","A","2009",25011166,
"AZE","INFRAMAINT","ROAD","EUR","A","2010",23474178,
"AZE","INFRAMAINT","ROAD","EUR","A","2011",26394830,
"BGR","INFRAMAINT","ROAD","EUR","A","2006",107884242,
"BGR","INFRAMAINT","ROAD","EUR","A","2007",215257184,
"BGR","INFRAMAINT","ROAD","EUR","A","2008",202985990,
"BGR","INFRAMAINT","ROAD","EUR","A","2009",69025463,
"BGR","INFRAMAINT","ROAD","EUR","A","2010",99703446,
"BGR","INFRAMAINT","ROAD","EUR","A","2011",70559362,
"BGR","INFRAMAINT","ROAD","EUR","A","2012",102771245,
"BGR","INFRAMAINT","ROAD","EUR","A","2013",95613048,
"BGR","INFRAMAINT","ROAD","EUR","A","2014",92698640,
"HRV","INFRAMAINT","ROAD","EUR","A","1995",21942978,
"HRV","INFRAMAINT","ROAD","EUR","A","1996",78285830,
"HRV","INFRAMAINT","ROAD","EUR","A","1997",62182105,
"HRV","INFRAMAINT","ROAD","EUR","A","1998",84487671,
"HRV","INFRAMAINT","ROAD","EUR","A","1999",120308687,
"HRV","INFRAMAINT","ROAD","EUR","A","2000",316359640,
"HRV","INFRAMAINT","ROAD","EUR","A","2001",131649292,
"HRV","INFRAMAINT","ROAD","EUR","A","2002",171050857,
"HRV","INFRAMAINT","ROAD","EUR","A","2003",208619596,
"HRV","INFRAMAINT","ROAD","EUR","A","2004",243840623,
"HRV","INFRAMAINT","ROAD","EUR","A","2005",242271106,
"HRV","INFRAMAINT","ROAD","EUR","A","2006",154545579,
"HRV","INFRAMAINT","ROAD","EUR","A","2007",158089839,
"HRV","INFRAMAINT","ROAD","EUR","A","2008",168330126,
"HRV","INFRAMAINT","ROAD","EUR","A","2009",143869210,
"HRV","INFRAMAINT","ROAD","EUR","A","2010",194948622,
"HRV","INFRAMAINT","ROAD","EUR","A","2011",212125286,
"HRV","INFRAMAINT","ROAD","EUR","A","2012",186526982,
"HRV","INFRAMAINT","ROAD","EUR","A","2013",209009580,
"HRV","INFRAMAINT","ROAD","EUR","A","2014",257387614,
"EST","INFRAMAINT","ROAD","EUR","A","1995",23000000,
"EST","INFRAMAINT","ROAD","EUR","A","1996",21000000,
"EST","INFRAMAINT","ROAD","EUR","A","1997",26000000,
"EST","INFRAMAINT","ROAD","EUR","A","1998",25000000,
"EST","INFRAMAINT","ROAD","EUR","A","1999",14000000,
"EST","INFRAMAINT","ROAD","EUR","A","2000",14000000,
"EST","INFRAMAINT","ROAD","EUR","A","2001",15000000,
"EST","INFRAMAINT","ROAD","EUR","A","2002",16000000,
"EST","INFRAMAINT","ROAD","EUR","A","2003",21000000,
"EST","INFRAMAINT","ROAD","EUR","A","2004",23000000,
"EST","INFRAMAINT","ROAD","EUR","A","2005",25000000,
"EST","INFRAMAINT","ROAD","EUR","A","2006",28000000,
"EST","INFRAMAINT","ROAD","EUR","A","2007",32000000,
"EST","INFRAMAINT","ROAD","EUR","A","2008",38000000,
"EST","INFRAMAINT","ROAD","EUR","A","2009",39000000,
"EST","INFRAMAINT","ROAD","EUR","A","2010",38000000,
"EST","INFRAMAINT","ROAD","EUR","A","2011",39000000,
"GEO","INFRAMAINT","ROAD","EUR","A","2000",8214227,
"GEO","INFRAMAINT","ROAD","EUR","A","2001",9158989,
"GEO","INFRAMAINT","ROAD","EUR","A","2002",7723126,
"GEO","INFRAMAINT","ROAD","EUR","A","2003",6597394,
"GEO","INFRAMAINT","ROAD","EUR","A","2004",6299345,
"GEO","INFRAMAINT","ROAD","EUR","A","2005",6198530,
"GEO","INFRAMAINT","ROAD","EUR","A","2006",9845603,
"GEO","INFRAMAINT","ROAD","EUR","A","2007",11364133,
"GEO","INFRAMAINT","ROAD","EUR","A","2008",11870520,
"GEO","INFRAMAINT","ROAD","EUR","A","2009",11173184,
"GEO","INFRAMAINT","ROAD","EUR","A","2010",9310987,
"GEO","INFRAMAINT","ROAD","EUR","A","2011",13215108,
"GEO","INFRAMAINT","ROAD","EUR","A","2012",15073720,
"GEO","INFRAMAINT","ROAD","EUR","A","2013",14030324,
"GEO","INFRAMAINT","ROAD","EUR","A","2014",15777579,
"IND","INFRAMAINT","ROAD","EUR","A","2004",2379359100,
"IND","INFRAMAINT","ROAD","EUR","A","2005",3773575473,
"IND","INFRAMAINT","ROAD","EUR","A","2006",5155802828,
"IND","INFRAMAINT","ROAD","EUR","A","2007",5381616313,
"IND","INFRAMAINT","ROAD","EUR","A","2008",5296159732,
"IND","INFRAMAINT","ROAD","EUR","A","2009",6254548078,
"IND","INFRAMAINT","ROAD","EUR","A","2010",9380190368,
"IND","INFRAMAINT","ROAD","EUR","A","2011",9299044191,
"IND","INFRAMAINT","ROAD","EUR","A","2012",7763576584,
"IND","INFRAMAINT","ROAD","EUR","A","2013",7040892299,
"IND","INFRAMAINT","ROAD","EUR","A","2014",6894457473,
"LVA","INFRAMAINT","ROAD","EUR","A","1995",9324836,
"LVA","INFRAMAINT","ROAD","EUR","A","1996",21693451,
"LVA","INFRAMAINT","ROAD","EUR","A","1997",29035655,
"LVA","INFRAMAINT","ROAD","EUR","A","1998",45278133,
"LVA","INFRAMAINT","ROAD","EUR","A","1999",56448513,
"LVA","INFRAMAINT","ROAD","EUR","A","2000",28969662,
"LVA","INFRAMAINT","ROAD","EUR","A","2001",24623790,
"LVA","INFRAMAINT","ROAD","EUR","A","2002",25011156,
"LVA","INFRAMAINT","ROAD","EUR","A","2003",50422090,"B"
"LVA","INFRAMAINT","ROAD","EUR","A","2004",61143558,
"LVA","INFRAMAINT","ROAD","EUR","A","2005",69693399,
"LVA","INFRAMAINT","ROAD","EUR","A","2006",112868343,"B"
"LVA","INFRAMAINT","ROAD","EUR","A","2007",202445853,
"LVA","INFRAMAINT","ROAD","EUR","A","2008",230946720,
"LVA","INFRAMAINT","ROAD","EUR","A","2009",130676641,
"LVA","INFRAMAINT","ROAD","EUR","A","2010",112612922,
"LVA","INFRAMAINT","ROAD","EUR","A","2011",124791294,
"LVA","INFRAMAINT","ROAD","EUR","A","2012",119516840,
"LVA","INFRAMAINT","ROAD","EUR","A","2013",132756907,
"LVA","INFRAMAINT","ROAD","EUR","A","2014",154000000,
"LIE","INFRAMAINT","ROAD","EUR","A","1995",3234780,
"LIE","INFRAMAINT","ROAD","EUR","A","1996",3826775,
"LIE","INFRAMAINT","ROAD","EUR","A","1997",3649635,
"LIE","INFRAMAINT","ROAD","EUR","A","1998",4315660,
"LIE","INFRAMAINT","ROAD","EUR","A","1999",3749297,
"LIE","INFRAMAINT","ROAD","EUR","A","2000",3851338,
"LIE","INFRAMAINT","ROAD","EUR","A","2001",3972195,
"LIE","INFRAMAINT","ROAD","EUR","A","2002",4089980,
"LIE","INFRAMAINT","ROAD","EUR","A","2003",3944255,
"LIE","INFRAMAINT","ROAD","EUR","A","2004",3886514,
"LIE","INFRAMAINT","ROAD","EUR","A","2005",3875218,
"LIE","INFRAMAINT","ROAD","EUR","A","2006",,"L"
"LIE","INFRAMAINT","ROAD","EUR","A","2007",,"L"
"LIE","INFRAMAINT","ROAD","EUR","A","2008",,"L"
"LIE","INFRAMAINT","ROAD","EUR","A","2009",,"L"
"LIE","INFRAMAINT","ROAD","EUR","A","2010",,"L"
"LIE","INFRAMAINT","ROAD","EUR","A","2011",,"L"
"LIE","INFRAMAINT","ROAD","EUR","A","2012",,"L"
"LIE","INFRAMAINT","ROAD","EUR","A","2013",,"L"
"LTU","INFRAMAINT","ROAD","EUR","A","1995",11467890,
"LTU","INFRAMAINT","ROAD","EUR","A","1996",26973814,
"LTU","INFRAMAINT","ROAD","EUR","A","1997",59962083,
"LTU","INFRAMAINT","ROAD","EUR","A","1998",59762733,
"LTU","INFRAMAINT","ROAD","EUR","A","1999",67306114,
"LTU","INFRAMAINT","ROAD","EUR","A","2000",60889803,
"LTU","INFRAMAINT","ROAD","EUR","A","2001",73974821,
"LTU","INFRAMAINT","ROAD","EUR","A","2002",106954963,
"LTU","INFRAMAINT","ROAD","EUR","A","2003",121933559,
"LTU","INFRAMAINT","ROAD","EUR","A","2004",121926497,
"LTU","INFRAMAINT","ROAD","EUR","A","2005",125115848,
"LTU","INFRAMAINT","ROAD","EUR","A","2006",161028730,
"LTU","INFRAMAINT","ROAD","EUR","A","2007",124826228,
"LTU","INFRAMAINT","ROAD","EUR","A","2008",133514829,
"LTU","INFRAMAINT","ROAD","EUR","A","2009",124826228,
"LTU","INFRAMAINT","ROAD","EUR","A","2010",160159870,
"LTU","INFRAMAINT","ROAD","EUR","A","2011",152919370,
"LTU","INFRAMAINT","ROAD","EUR","A","2012",122509268,
"LTU","INFRAMAINT","ROAD","EUR","A","2013",127432808,
"LTU","INFRAMAINT","ROAD","EUR","A","2014",143000000,
"MKD","INFRAMAINT","ROAD","EUR","A","2001",15201984,
"MKD","INFRAMAINT","ROAD","EUR","A","2002",18268704,
"MKD","INFRAMAINT","ROAD","EUR","A","2003",17351391,
"MKD","INFRAMAINT","ROAD","EUR","A","2004",6668058,
"MKD","INFRAMAINT","ROAD","EUR","A","2005",6313523,
"MKD","INFRAMAINT","ROAD","EUR","A","2006",3677095,
"MKD","INFRAMAINT","ROAD","EUR","A","2007",13581827,
"MKD","INFRAMAINT","ROAD","EUR","A","2008",13515146,
"MKD","INFRAMAINT","ROAD","EUR","A","2009",12223463,
"MKD","INFRAMAINT","ROAD","EUR","A","2010",15621139,
"MKD","INFRAMAINT","ROAD","EUR","A","2011",14659706,
"MLT","INFRAMAINT","ROAD","EUR","A","1995",6392383,
"MLT","INFRAMAINT","ROAD","EUR","A","1996",7268741,
"MLT","INFRAMAINT","ROAD","EUR","A","1997",3332059,
"MLT","INFRAMAINT","ROAD","EUR","A","1998",7619736,
"MLT","INFRAMAINT","ROAD","EUR","A","1999",11962324,
"MLT","INFRAMAINT","ROAD","EUR","A","2000",12093053,
"MLT","INFRAMAINT","ROAD","EUR","A","2001",10319836,
"MLT","INFRAMAINT","ROAD","EUR","A","2002",8809724,
"MLT","INFRAMAINT","ROAD","EUR","A","2003",13281917,
"MLT","INFRAMAINT","ROAD","EUR","A","2004",5992085,
"MLT","INFRAMAINT","ROAD","EUR","A","2005",7314647,
"MLT","INFRAMAINT","ROAD","EUR","A","2006",6195658,
"MLT","INFRAMAINT","ROAD","EUR","A","2007",12505928,
"MLT","INFRAMAINT","ROAD","EUR","A","2008",1140468,
"MLT","INFRAMAINT","ROAD","EUR","A","2009",24825777,
"MLT","INFRAMAINT","ROAD","EUR","A","2010",24901065,
"MLT","INFRAMAINT","ROAD","EUR","A","2011",27148885,
"MLT","INFRAMAINT","ROAD","EUR","A","2012",24246806,
"MLT","INFRAMAINT","ROAD","EUR","A","2013",24936472,
"MLT","INFRAMAINT","ROAD","EUR","A","2014",17228890,
"MDA","INFRAMAINT","ROAD","EUR","A","1995",14073256,
"MDA","INFRAMAINT","ROAD","EUR","A","1996",16475620,
"MDA","INFRAMAINT","ROAD","EUR","A","1997",17997064,
"MDA","INFRAMAINT","ROAD","EUR","A","1998",11239112,
"MDA","INFRAMAINT","ROAD","EUR","A","1999",5243144,
"MDA","INFRAMAINT","ROAD","EUR","A","2000",6649781,
"MDA","INFRAMAINT","ROAD","EUR","A","2001",6120748,
"MDA","INFRAMAINT","ROAD","EUR","A","2002",8212704,
"MDA","INFRAMAINT","ROAD","EUR","A","2003",7643328,
"MDA","INFRAMAINT","ROAD","EUR","A","2004",10140930,
"MDA","INFRAMAINT","ROAD","EUR","A","2005",8360948,
"MDA","INFRAMAINT","ROAD","EUR","A","2006",11048518,
"MDA","INFRAMAINT","ROAD","EUR","A","2007",11263349,
"MDA","INFRAMAINT","ROAD","EUR","A","2008",18114639,
"MDA","INFRAMAINT","ROAD","EUR","A","2009",17269094,
"MDA","INFRAMAINT","ROAD","EUR","A","2010",36986009,
"MDA","INFRAMAINT","ROAD","EUR","A","2011",36442256,
"MDA","INFRAMAINT","ROAD","EUR","A","2012",55121550,
"MDA","INFRAMAINT","ROAD","EUR","A","2013",63986031,
"MDA","INFRAMAINT","ROAD","EUR","A","2014",72023589,
"ROU","INFRAMAINT","ROAD","EUR","A","1995",105184072,
"ROU","INFRAMAINT","ROAD","EUR","A","2001",341485925,
"ROU","INFRAMAINT","ROAD","EUR","A","2002",234409978,
"ROU","INFRAMAINT","ROAD","EUR","A","2003",267902320,
"ROU","INFRAMAINT","ROAD","EUR","A","2004",379412491,
"ROU","INFRAMAINT","ROAD","EUR","A","2005",425584799,
"ROU","INFRAMAINT","ROAD","EUR","A","2006",1040614896,
"ROU","INFRAMAINT","ROAD","EUR","A","2007",1336611399,
"SVN","INFRAMAINT","ROAD","EUR","A","1995",53000000,
"SVN","INFRAMAINT","ROAD","EUR","A","1996",96000000,
"SVN","INFRAMAINT","ROAD","EUR","A","1997",101000000,
"SVN","INFRAMAINT","ROAD","EUR","A","1998",93000000,
"SVN","INFRAMAINT","ROAD","EUR","A","1999",101000000,
"SVN","INFRAMAINT","ROAD","EUR","A","2000",79000000,
"SVN","INFRAMAINT","ROAD","EUR","A","2001",66000000,
"SVN","INFRAMAINT","ROAD","EUR","A","2002",68000000,
"SVN","INFRAMAINT","ROAD","EUR","A","2003",75000000,
"SVN","INFRAMAINT","ROAD","EUR","A","2004",77000000,
"SVN","INFRAMAINT","ROAD","EUR","A","2005",99000000,
"SVN","INFRAMAINT","ROAD","EUR","A","2006",140000000,
"SVN","INFRAMAINT","ROAD","EUR","A","2007",139000000,
"SVN","INFRAMAINT","ROAD","EUR","A","2008",148000000,
"SVN","INFRAMAINT","ROAD","EUR","A","2009",151000000,
"SVN","INFRAMAINT","ROAD","EUR","A","2010",137000000,
"SVN","INFRAMAINT","ROAD","EUR","A","2011",122000000,
"SVN","INFRAMAINT","ROAD","EUR","A","2012",120000000,
"SVN","INFRAMAINT","ROAD","EUR","A","2013",123000000,
"SVN","INFRAMAINT","ROAD","EUR","A","2014",118000000,
"SRB","INFRAMAINT","ROAD","EUR","A","1999",23625844,
"SRB","INFRAMAINT","ROAD","EUR","A","2000",24679112,"B"
"SRB","INFRAMAINT","ROAD","EUR","A","2001",60613621,
"SRB","INFRAMAINT","ROAD","EUR","A","2002",106964308,
"SRB","INFRAMAINT","ROAD","EUR","A","2003",100004150,
"SRB","INFRAMAINT","ROAD","EUR","A","2004",183764189,
"SRB","INFRAMAINT","ROAD","EUR","A","2005",259378649,
"SRB","INFRAMAINT","ROAD","EUR","A","2006",259718194,
"SRB","INFRAMAINT","ROAD","EUR","A","2007",300402570,
"SRB","INFRAMAINT","ROAD","EUR","A","2008",330994443,
"SRB","INFRAMAINT","ROAD","EUR","A","2009",258879442,
"SRB","INFRAMAINT","ROAD","EUR","A","2010",228987901,
"SRB","INFRAMAINT","ROAD","EUR","A","2011",205363048,
"SRB","INFRAMAINT","ROAD","EUR","A","2012",208896859,
"SRB","INFRAMAINT","ROAD","EUR","A","2013",129160624,
"SRB","INFRAMAINT","ROAD","EUR","A","2014",142981705,
"ISR","INFRAMAINT","ROAD","EUR","A","1995",,"L"
"ISR","INFRAMAINT","ROAD","EUR","A","1996",,"L"
"ISR","INFRAMAINT","ROAD","EUR","A","1997",,"L"
"ISR","INFRAMAINT","ROAD","EUR","A","1998",,"L"
"ISR","INFRAMAINT","ROAD","EUR","A","1999",,"L"
"ISR","INFRAMAINT","ROAD","EUR","A","2000",,"L"
"ISR","INFRAMAINT","ROAD","EUR","A","2001",,"L"
"ISR","INFRAMAINT","ROAD","EUR","A","2002",,"L"
"ISR","INFRAMAINT","ROAD","EUR","A","2003",,"L"
"ISR","INFRAMAINT","ROAD","EUR","A","2004",,"L"
"ISR","INFRAMAINT","ROAD","EUR","A","2005",,"L"
"ISR","INFRAMAINT","ROAD","EUR","A","2006",,"L"
"ISR","INFRAMAINT","ROAD","EUR","A","2007",,"L"
"ISR","INFRAMAINT","ROAD","EUR","A","2008",,"L"
"ISR","INFRAMAINT","ROAD","EUR","A","2009",,"L"
"ISR","INFRAMAINT","ROAD","EUR","A","2010",,"L"
"ISR","INFRAMAINT","ROAD","EUR","A","2011",,"L"
"ISR","INFRAMAINT","ROAD","EUR","A","2012",,"L"
"ISR","INFRAMAINT","ROAD","EUR","A","2013",,"L"
"ISR","INFRAMAINT","ROAD","EUR","A","2014",,"L"
"ISR","INFRAMAINT","ROAD","EUR","A","2015",,"L"
